id	document	label
889	교회에서 미사에 참석하며 마음의 위로를 얻었습니다. 하느님께 감사드립니다.  	1
890	성당 벽화를 보며 예술의 아름다움에 감탄하였습니다. 늘 감사한 마음으로 보고 있습니다.	1
891	찬양 예배를 드리며 하느님의 은총에 감사했습니다.	1
892	오늘도 저를 지켜주시는 수호천사에게 감사의 기도를 올렸습니다. 	1
893	성모 마리아의 전구를 빌며 안도의 마음이 듭니다. 감사합니다.	1
894	성당의 고요함 속에서 마음의 평화를 얻었습니다. 감사드립니다.  	1
895	오늘 미사 설교를 듣고 위로 받았습니다. 감사한 하루입니다. 	1
896	기독교 봉사 활동을 하며 보람을 느꼈습니다.	1
897	오늘도 성령의 인도하심에 감사드립니다. 	1
898	산책을 나섰다가 아름다운 꽃들을 보고 감탄했다. 	1
899	하늘을 바라보며 맑은 공기를 마시며 기분 전환했다.	1
900	정원 가꾸기를 하며 자연과 가까워지는 느낌이 들었다.	1
901	산속 시냇물 소리가 마음에 안정을 주었다.	1
902	나무 그늘 아래서 쉬며 시원함을 느꼈다.	1
903	꽃들 사이를 걸으며 아름다운 풍경을 감상했다.	1
904	맑은 공기 속에서 걷다 보니 기분이 좋아졌다. 	1
905	정원에서 키우는 꽃들이 반갑게 피어나고 있다.	1
906	산속을 걷다가 듣는 새소리가 정겹다.	1
907	나무 아래 그늘지고 앉아서 쉬어가며 시원함이 느껴졌다.  	1
908	꽃길을 거닐며 가슴 뛰는 아름다운 풍경을 보았다.	1
909	산책하다 마주친 수목의 푸르름이 시원했다.	1
910	정원을 가꾸며 마음까지 정돈되는 기분이다.  	1
911	산속 시냇물 흐르는 소리가 귓전에서 들렸다.	1
912	나무 그늘에서 감상하며 아름다운 하늘을 보았다.	1
913	꽃이 만발한 곳을 거니면서 심신이 진정되었다.	1
914	산책 좋은 날씨에 가을 정취를 만끽했다.	1
915	정원에서 키우는 꽃들이 예쁘게 피어났다.	1
916	산책하며 나무들 사이로 보이는 푸른 하늘이 마음에 들었다. 	1
917	오늘 새로운 사람들을 만나서 즐거운 시간이었다.	1
918	새로운 지인을 사귀며 인맥을 넓힐 수 있어 좋았다.	1
919	오랜만에 만난 사람과 이야기하며 추억에 잠겼다.	1
920	새로 사귄 친구가 마음에 든다.	1
921	새로운 만남을 통해 보람을 느꼈다. 	1
922	가벼운 마음으로 만난 사람과 대화가 재미있었다.	1
923	우연히 마주친 지인과 반가운 시간이었다.	1
924	새롭게 알게 된 친구가 정이 가기 시작했다.	1
925	오랜만에 본 선후배와 추억담을 나누며 즐거웠다.  	1
926	새롭게 사귄 지인들과 재미있게 시간 보냈다.	1
927	연락이 끊겼던 지인을 우연히 만나 반가웠다.	1
928	새로 사귄 친구와 대화가 잘 통하는 것 같다.	1
929	우연히 만난 동창과 옛 추억을 상기하며 즐거웠다.	1
930	새롭게 알게 된 지인과 취미가 맞아 좋았다.	1
931	오랜만에 연락받은 지인과 수다 떨며 추억했다.	1
932	새롭게 사귄 친구와 잘 지내고 있다.	1
933	우연한 기회로 알게 된 지인과 즐거운 대화가 오고 갔다. 	1
934	잊고 있던 동창을 만나서 반가웠다. 	1
935	새롭게 알게된 사람들과 재미있게 시간 보냈다. 	1
936	오늘도 나를 돌아보며 성찰의 시간을 가졌다.	1
937	새로운 지식을 습득하며 성취감을 느꼈다.	1
938	독서를 통해 보람을 느꼈다.  	1
939	온라인 강의를 듣고 자극을 받았다.	1
940	나를 성찰하며 발전의 기회로 삼았다.	1
941	새로운 분야를 배우며 지적 호기심이 생겼다.	1
942	유익한 책을 읽으며 새로운 지식을 얻었다.	1
943	온라인에서 유익한 정보를 얻을 수 있어 좋았다.	1
944	오늘도 마음가짐을 새로이 하며 하루를 보냈다.	1
945	새로운 학습을 시작하며 뿌듯함을 느꼈다.	1
946	독서를 통한 자기 계발이 보람됨을 느꼈다.	1
947	온라인 강의들이 많은 도움과 자극을 주었다.  	1
948	성장하는 나를 발견하며 기쁨을 느꼈다.	1
949	새로운 분야를 배우며 지적 호기심을 만족시켰다.	1
950	좋은 책 읽으며 새로운 인사이트 얻을 수 있었다. 	1
951	유익한 온라인 콘텐츠를 통해 새로운 것을 배웠다. 	1
952	오늘도 나의 작은 성공에 대해 감사함을 느꼈다.	1
953	어려운 일을 해내며 성취감을 느꼈다. 	1
954	업무에서 좋은 결과를 얻어 뿌듯했다.	1
955	새로운 도전을 해내며 자신감이 생겼다.	1
956	오랜 기다림 끝에 바라던 성과를 거두었다.	1
957	조금씩 성장하는 나를 발견하고 기쁨을 느꼈다.	1
958	어려운 과제를 해내며 보람을 느꼈다.	1
959	업무 상 좋은 결실을 맺으며 기쁨이 들었다.	1
960	노력의 결실을 맺어 성취감이 크다.	1
961	오랜 고민 끝에 해결책을 마련하여 다행이다.  	1
962	어려운 일도 차근차근 해나가며 성장을 본다.	1
963	업무에서 작은 성과들을 거두고 있어 기쁘다.	1
964	고난도 과제를 해내며 성취감이 컸다.	1
965	오랜 기다림 끝에 원하는 성과를 얻어 기쁘다.	1
966	조금씩 발전하는 모습을 보며 행복하다.	1
967	어려운 일도 꾸준히 해나가며 보람을 느낀다.	1
968	작은 성과들이 쌓여가며 행복함이 느껴진다.  	1
969	앞으로의 인생이 기대된다.	1
970	미래가 밝을 것만 같다.	1
971	나의 꿈을 향해 한걸음 내딛었다.	1
972	앞으로의 도전이 설레인다.	1
973	미래를 위한 준비들이 잘 진행되고 있다.	1
974	조금씩 성장하며 미래가 기대된다.	1
975	밝은 미래를 위해 노력할 것이다.	1
976	앞으로의 인생 계획들이 기대된다.	1
977	나의 목표를 향해 전진하고 있다.	1
978	미래를 위한 계획이 서서히 실행되고 있다.	1
979	밝은 내일을 위해 오늘도 최선을 다했다.	1
980	앞으로의 일들이 기대되고 설렌다.	1
981	나의 꿈 성취를 위해 노력 중이다.	1
982	미래를 위한 준비가 차근차근 진행 중이다.	1
983	성장하는 내 모습들이 기대된다.	1
984	밝은 인생을 위하여 오늘도 최선을 다했다.  	1
985	앞으로의 도전들을 향해 한 걸음 앞서 나아가고 있다.	1
986	나의 목표 실현을 위해 전진하고 있다.	1
987	미래에 대한 희망이 크다. 	1
988	옛 추억을 떠올리며 반갑다.	1
989	지난날의 기억들이 소중하게 느껴진다.	1
990	어린 시절 추억이 달콤하다.  	1
991	10대 때 기억이 반갑고 즐거웠다. 	1
992	청춘 시절의 추억이 아련하다.	1
993	청소년기의 추억을 회상하며 웃음이 난다. 	1
994	어렸을 적 추억을 되새기며 행복하다.	1
995	10대 시절 기억들이 반가운 감회를 준다.	1
996	젊었을 때 추억을 돌아보며 정겨운 마음이 든다.	1
997	어린 시절 기억들이 행복하게 다가온다.	1
998	청소년기 때의 추억이 소중하다.	1
999	어렸을 때의 기억을 되새겨 보았다.	1
1000	10대 때의 추억이 아련하고 반가운 감회가 있다.	1
1001	젊은 시절의 기억을 돌아보며 즐거운 마음이 든다.	1
1002	어린 시절의 추억을 떠올리며 행복하다.	1
1003	청소년기 때의 기억들이 반갑고 소중하다. 	1
1004	오늘은 정말 아무것도 하기 싫은 날이었어요.	0
1005	내 마음이 너무 힘들어서 아무도 이해해주지 못하는 것 같아요.	0
1006	무엇을 해도 만족할 수 없는 하루였어요.	0
1007	모든 일이 내 뜻대로 되지 않는 것 같아 답답해요.	0
1008	오늘 하루 종일 우울한 기분에서 벗어나지 못했어요.	0
1009	나의 노력이 모두 헛된 것처럼 느껴져요.	0
1010	사람들과 어울리는 것이 점점 힘들어져요.	0
1011	내가 설정한 목표들이 모두 무의미하게 느껴져요.	0
1012	자신감이 점점 사라지고 있어요.	0
1013	매일 매일이 무기력하고 의욕이 없어요.	0
1014	나 자신에게 실망하는 날이 많아졌어요.	0
1015	모든 것이 부정적으로만 보여요.	0
1016	나의 존재가 무의미한 것 같아서 슬퍼요.	0
1017	다른 사람들과 비교할 때 항상 부족한 것만 보여요.	0
1018	미래에 대한 불안감이 점점 커져만 가요.	0
1019	오늘 하루도 실패로 가득 찼어요.	0
1020	아무리 노력해도 성과가 보이지 않아 좌절감을 느껴요.	0
1021	다른 사람들은 잘하는데, 왜 나만 이렇게 힘든 걸까요.	0
1022	인생이 너무 고단하고 피곤해요.	0
1023	나에게 주어진 일들이 모두 버거워요.	0
1024	기대했던 일들이 모두 무너져 내려서 마음이 아파요.	0
1025	항상 긍정적이려고 노력하지만, 현실은 너무나도 벅차요.	0
1026	주변 사람들로부터 이해받지 못하는 것 같아 외로워요.	0
1027	나의 감정을 제대로 표현하지 못해서 더욱 속상해요.	0
1028	어떤 결정을 내려도 항상 후회만 남아요.	0
1029	매일을 살아가는 것 자체가 부담스러워요.	0
1030	내가 원하는 것을 찾지 못해 방황하고 있어요.	0
1031	기쁨보다는 슬픔이 더 많은 날들이에요.	0
1032	자꾸만 실패를 반복하는 것 같아 절망적이에요.	0
1033	세상이 나를 외면하는 것만 같아요.	0
1034	오늘은 정말 아무것도 하기 싫은 날이었어요.	0
1035	무엇을 해도 만족할 수 없는 하루였어요.	0
1036	주변 사람들과의 관계가 점점 멀어지는 것 같아요.	0
1037	항상 실패만 하는 것 같아서 자신감을 잃었어요.	0
1038	지치고 힘든 하루였어요. 아무것도 할 수 없었어요.	0
1039	나는 왜 항상 뒤처지는 느낌일까요?	0
1040	행복해질 수 있을까요? 점점 희망을 잃어가고 있어요.	0
1041	오늘 하루도 내 자신에게 실망했어요.	0
1042	모든 게 부질없어 보여요. 의욕을 찾을 수가 없네요.	0
1043	누군가에게 마음을 열기가 무서워요.	0
1044	나만 빼고 모두 행복해 보여요.	0
1045	내 꿈들이 점점 더 멀어져만 가는 것 같아요.	0
1046	어떤 결정도 내리기가 너무 두려워요.	0
1047	자꾸만 실패를 반복하는 것 같아서 지쳐가요.	0
1048	왜 나는 항상 이렇게 우울할까요?	0
1049	다른 사람들과 비교하며 하루를 보냈어요.	0
1050	아무리 노력해도 나아지는 게 없는 것 같아요.	0
1051	오늘도 내 일에 만족하지 못했어요.	0
1052	내가 정말 이 길을 계속 가야 하는지 의심스러워요.	0
1053	무엇이 진짜 중요한지 모르겠어요.	0
1054	항상 외롭고, 누군가의 위로가 필요해요.	0
1055	내 자신이 너무 싫어요.	0
1056	희망을 찾기가 점점 더 어려워지고 있어요.	0
1057	나는 왜 아무것도 바꿀 수 없을까요?	0
1058	매일이 무기력하고 의미 없어요.	0
1059	내 인생이 이대로 괜찮은 걸까요?	0
1060	사람들이 나를 이해하지 못하는 것 같아요.	0
1061	모든 게 너무 압도적으로 느껴져요.	0
1062	나는 항상 뭔가를 잘못하고 있는 것 같아요.	0
1063	밤마다 잠들기가 너무 힘들어요.	0
1064	오늘은 정말 최악의 하루였다. 아무것도 제대로 되는 일이 없었다.	0
1065	분명히 열심히 했는데, 결과는 항상 실망스럽다. 나는 왜 노력해도 성공하지 못하는 걸까?	0
1066	요즘 들어 외로움이 점점 더 깊어져 가는 것 같다. 친구들도 바쁜 척하며 연락이 뜸해졌다.	0
1067	오늘은 계속 비가 내렸다. 나의 기분도 마치 이 비처럼 침울하고 우울하다.	0
1068	직장에서의 스트레스가 너무 심하다. 매일 매일이 전쟁터 같다.	0
1069	가족과의 갈등이 점점 심해지고 있다. 서로 이해하려고 노력해도, 결국엔 다툼으로 끝난다.	0
1070	건강이 점점 나빠지는 것 같아 걱정이다. 운동을 해야 하는데, 시작조차 하기가 힘들다.	0
1071	경제적인 어려움이 계속되고 있다. 어떻게 해야 할지 막막하다.	0
1072	취업 준비가 너무 힘들다. 원하는 회사에 계속 떨어지니 자신감도 많이 떨어졌다.	0
1073	최근에 이별을 겪었다. 마음이 너무 아프고, 회복되는 것 같지 않다.	0
1074	오늘은 정말 아무것도 하기 싫었다. 모든 게 의미 없는 것 같다.	0
1075	친구들과의 관계가 멀어지는 것 같아 걱정이다. 이유를 모르겠다.	0
1076	집중이 전혀 되지 않아. 하루 종일 무기력했다.	0
1077	매일 같은 일상에 지쳐감을 느낀다. 변화가 필요한데 시작점을 모르겠다.	0
1078	오늘도 비판적인 말들만 들었다. 자신감이 바닥을 치고 있다.	0
1079	늘 부족한 사람인 것 같아 스스로가 실망스럽다.	0
1080	사랑하는 사람을 잃었다. 슬픔이 마음을 가득 채우고 있다.	0
1081	건강 문제로 미래에 대한 불안이 커지고 있다.	0
1082	최근에 겪은 실패가 마음에서 떠나지 않는다.	0
1083	너무 많은 압박을 느껴. 어디서부터 다시 시작해야 할지 모르겠다.	0
1084	사람들과 어울리기가 점점 힘들어진다. 고립됐다는 느낌이 든다.	0
1085	내 의견이 전혀 존중받지 못하는 것 같아 속상하다.	0
1086	앞으로의 길이 막막하다. 목표를 잃어버린 것 같다.	0
1087	친구가 나에게 등을 돌렸다. 배신감을 느낀다.	0
1088	항상 피곤하고 지쳐. 에너지가 전혀 없다.	0
1089	무엇을 해도 만족을 못 느끼겠다. 모든 게 무의미하다.	0
1090	나 자신을 사랑하기가 점점 어려워진다. 자존감이 낮아지고 있다.	0
1091	불안감이 나를 집어삼킨다. 평온함을 찾기가 어렵다.	0
1092	미래에 대한 두려움이 커져만 간다. 어떻게 해야 할지 모르겠다.	0
1093	오늘도 실수투성이다. 왜 항상 나만 이럴까?	0
1094	오늘은 정말 아무것도 하고 싶지 않았다. 모든 것이 의미 없어 보였다.	0
1095	친구들과의 관계가 점점 멀어지는 것 같아 걱정이다. 이유를 모르겠다.	0
1096	하루 종일 집중할 수가 없었다. 나른함이 계속됐다.	0
1097	매일 반복되는 루틴에 지쳐간다. 변화가 필요한데 어디서부터 시작해야 할지 모르겠다.	0
1098	또 다시 비판적인 말만 들었다. 자신감이 바닥을 치고 있다.	0
1099	늘 부족하다고 느끼고, 나 자신에게 실망한다.	0
1100	사랑하는 사람을 잃었다. 마음은 슬픔으로 가득 차 있다.	0
1101	건강 문제가 미래에 대한 불안을 증가시킨다.	0
1102	최근의 실패들이 마음속에 계속 맴돈다.	0
1103	너무 많은 압박을 느낀다. 어디서부터 다시 시작해야 할지 모르겠다.	0
1104	사회생활이 점점 더 어려워진다. 고립되는 기분이다.	0
1105	오늘은 정말 아무것도 하기 싫은 날이었어.	0
1106	모든 게 너무 힘들고 지쳐.	0
1107	아무리 노력해도 나아지는 것 같지 않아.	0
1108	주변 사람들 모두 나를 이해하지 못하는 것 같아.	0
1109	오늘 하루도 결국 아무 성과 없이 끝났어.	0
1110	매일이 무의미하게 느껴져.	0
1111	왜 항상 내 노력은 보상받지 못하는 걸까?	0
1112	모든 것이 너무 부당해.	0
1113	외롭고, 아무도 나를 지지해주지 않는 것 같아.	0
1114	내 꿈들이 하나둘씩 사라져 가고 있어.	0
1115	스트레스를 이기지 못하고 계속 무너져만 가.	0
1116	인생이 이렇게 힘들 줄 몰랐어.	0
1117	오늘도 실수투성이였어.	0
1118	아무도 내 말을 진지하게 들어주지 않아.	0
1119	항상 불안하고 걱정이 앞선다.	0
1120	왜 나만 이렇게 힘든 걸까?	0
1121	나의 노력이 물거품이 된 것 같아.	0
1122	행복이란 나와는 무관한 것만 같아.	0
1123	나는 왜 항상 실패만 하는 걸까?	0
1124	오늘 하루도 기대했던 것들이 모두 무너졌어.	0
1125	진정한 친구가 없는 것 같아 외롭다.	0
1126	미래에 대한 두려움이 너무 커.	0
1127	모든 게 너무나도 어렵고 복잡해.	0
1128	내 의견은 항상 무시당하는 것 같아.	0
1129	성공은 나와는 거리가 먼 것 같아.	0
1130	항상 내가 잘못한 것만 같고 죄책감이 들어.	0
1131	나는 왜 이렇게 운이 없을까?	0
1132	모두가 나를 비웃는 것만 같아.	0
1133	항상 내 자신에게 실망해.	0
1134	희망을 찾기가 점점 힘들어져.	0
1135	나의 존재가 무의미하게 느껴져.	0
1136	모든 일에 의욕을 잃었어.	0
1137	어떻게 해야 이 슬픔에서 벗어날 수 있을까?	0
1138	내 인생에 긍정적인 것이 하나도 없는 것 같아.	0
1139	항상 모든 것이 나에게 역행하는 것 같아.	0
1140	이제 더 이상 희망을 느끼지 못해.	0
1141	나는 왜 이렇게 가치가 없는 사람인 걸까?	0
1142	누구에게도 내 마음을 터놓을 수 없어.	0
1143	나의 삶은 왜 이렇게 고통스러운 걸까?	0
1144	오늘은 정말 아무것도 하기 싫은 날이었어요.	0
1145	무엇을 해도 만족할 수 없는 하루였습니다.	0
1146	주변 사람들과 소통하는 것이 너무 힘들어요.	0
1147	내 노력이 전혀 가치를 인정받지 못하는 것 같아요.	0
1148	불안감이 계속해서 나를 괴롭히고 있어요.	0
1149	왜 항상 나만 힘든 일을 겪어야 하는 걸까요?	0
1150	오늘은 정말 모든 것이 잘못되었다고 느껴져요.	0
1151	행복해질 수 있을까 하는 의문이 듭니다.	0
1152	나는 항상 실패만 하는 것 같아요.	0
1153	아무리 노력해도 상황이 나아지지 않아요.	0
1154	모든 것이 너무 부정적으로만 느껴져요.	0
1155	내 문제를 아무도 이해하지 못하는 것 같아요.	0
1156	외로움이 점점 더 깊어지고 있어요.	0
1157	나 자신에게 실망하는 날이 많아요.	0
1158	앞으로 나아갈 희망이 보이지 않아요.	0
1159	다른 사람들과 비교할 때 항상 부족하다고 느껴져요.	0
1160	스트레스를 이겨내기가 점점 힘들어져요.	0
1161	나의 감정을 제대로 표현할 수 없어 답답해요.	0
1162	사람들이 나를 실망시키는 일이 잦아요.	0
1163	성공은 내게 너무 멀게만 느껴져요.	0
1164	항상 우울한 생각에 사로잡혀 있어요.	0
1165	내 삶에 긍정적인 변화가 일어날 것 같지 않아요.	0
1166	모든 것이 너무 어렵고 복잡해요.	0
1167	나는 왜 이렇게 무기력할까요?	0
1168	행복이 정말 나에게도 올까요?	0
1169	모든 일에 의욕을 찾기가 힘들어요.	0
1170	내 인생이 정체된 것 같아요.	0
1171	항상 나쁜 일만 일어나는 것 같아요.	0
1172	나는 왜 항상 실패만 거듭할까요?	0
1173	내 삶의 목적을 찾지 못하겠어요.	0
1174	오늘 하루는 정말 아무것도 하기 싫었어요.	0
1175	어디서부터 잘못된 건지 모르겠어요.	0
1176	누구에게도 이해받지 못하는 것 같아요.	0
1177	매일 같은 실수를 반복하고 있어요.	0
1178	왜 항상 나만 뒤처져 있는 걸까요?	0
1179	오늘도 나는 아무것도 이루지 못했어요.	0
1180	내 노력이 모두 헛된 것 같아요.	0
1181	이렇게 지치고 힘든데 누가 나를 이해해줄까요?	0
1182	나는 왜 항상 실패만 하는 걸까요?	0
1183	행복이란 나에게 너무 멀리 있는 것 같아요.	0
1184	내 꿈들이 하나둘씩 사라져 가고 있어요.	0
1185	나 자신에게 실망했어요.	0
1186	아무리 노력해도 상황이 나아지지 않아요.	0
1187	다른 사람들은 모두 잘해 나가는데, 나만 제자리걸음이에요.	0
1188	외로움이 이렇게 깊을 줄 몰랐어요.	0
1189	내 인생이 이렇게 무의미할 줄은 몰랐어요.	0
1190	무엇을 해도 기쁨을 느끼지 못해요.	0
1191	내일이 두려워요.	0
1192	아무리 시간이 지나도 상처는 치유되지 않아요.	0
1193	나는 왜 이렇게 부족한 걸까요?	0
1194	모든 것이 너무 힘들어요.	0
1195	나는 왜 아무것도 바꿀 수 없는 걸까요?	0
1196	항상 주변 사람들에게 실망만 주는 것 같아요.	0
1197	행복해질 수 있을까요? 점점 믿음이 사라져요.	0
1198	모든 것이 점점 무너져 가고 있어요.	0
1199	나에게도 변화가 올 수 있을까요? 점점 희망을 잃어가요.	0
1200	나는 왜 이렇게 약한 걸까요?	0
1201	아무도 나를 이해하지 못하는 것 같아요.	0
1202	항상 내 자신이 싫어요.	0
1203	매일이 고통스러워요.	0
1204	나는 왜 여기에 있는 걸까요?	0
1205	내 인생에 의미를 찾을 수 없어요.	0
1206	이렇게 힘든데도 누군가를 의지할 수 없어요.	0
1207	모든 것이 너무 무겁게 느껴져요.	0
1208	나 자신을 너무나도 싫어해요.	0
1209	왜 나는 항상 소외되는 기분을 느끼죠?	0
1210	나의 노력이 무색해지는 순간들이 너무 많아요.	0
1211	오늘은 정말로 힘든 하루였어요.	0
1212	나 자신을 이기지 못했어, 완전히 실패했어.	0
1213	무슨 일을 해도 결과가 좋지 않아.	0
1214	나의 노력은 전혀 인정받지 못해.	0
1215	모든 것이 잘못되는 것 같아.	0
1216	나는 자꾸 실수만 해.	0
1217	매일이 지루하고 허탈해.	0
1218	나는 자신감을 완전히 잃었어.	0
1219	나는 아무것도 성취하지 못했어.	0
1220	나는 늘 실패만 반복해.	0
1221	내 삶은 불안과 스트레스로 가득차.	0
1222	아무리 노력해도 아무것도 안 되는 것 같아.	0
1223	나는 다른 사람들보다 못해.	0
1224	나는 자신의 능력을 의심해.	0
1225	나는 뭘 해도 의미가 없어.	0
1226	모든 것이 어둠 속에 빠진 것 같아.	0
1227	나는 다른 사람들에게 실망을 주었어.	0
1228	나는 늘 자신을 비하해.	0
1229	나는 아무것도 할 수 없어.	0
1230	나는 쓸모없는 존재 같아.	0
1231	나는 결코 행복할 수 없을 것 같아.	0
1232	나는 늘 외로움을 느껴.	0
1233	나는 자신을 사랑하지 못해.	0
1234	나는 내 자신을 이기지 못해.	0
1235	나는 계속해서 잘못을 저지르는 것 같아.	0
1236	나는 자꾸 자신을 비난해.	0
1237	내 삶은 쓸쓸하고 허무해.	0
1238	나는 자꾸 자신에게 미움을 갖게 돼.	0
1239	나는 계속해서 좌절만 느끼는 것 같아.	0
1240	나는 자신의 가치를 잊어버렸어.	0
1241	나는 늘 다른 사람들에게 부족한 존재로 보여.	0
1242	나는 자신을 이길 자신이 없어.	0
1243	나는 늘 자신의 한계를 느끼게 돼.	0
1244	나는 늘 자신을 용서하지 못해.	0
1245	나는 아무런 성과도 거두지 못해.	0
1246	나는 늘 자신에게 실망스러워.	0
1247	나는 나 자신을 충분히 사랑하지 못해.	0
1248	나는 자신의 미래를 걱정해.	0
1249	나는 자꾸만 불안과 두려움에 사로잡혀.	0
1250	나는 자신의 능력에 자신이 없어.	0
1251	나는 어떻게든 자신을 변화시키고 싶어.	0
1252	나는 자신의 모든 것을 포기하고 싶어.	0
1253	나는 자신의 가치를 인정받고 싶어.	0
1254	나는 자신의 운명에 절망해.	0
1255	나는 자신의 행복을 찾을 수 없어.	0
1256	나는 늘 자신을 돌아보게 돼.	0
1257	나는 자신을 돌아보기가 무섭고 싫어.	0
1258	나는 늘 다른 사람들에게 뒤쳐지는 것 같아.	0
1259	나는 자신의 가치를 믿지 못해.	0
1260	나는 늘 자신에게 화가 나.	0
1261	나는 늘 자신을 자극해.	0
1262	나는 자신을 변화시키지 못해.	0
1263	나는 자신을 이겨내지 못해.	0
1264	나는 늘 자신의 과거에 갇혀.	0
1265	나는 늘 자신을 미워해.	0
1266	나는 늘 자신의 잘못을 후회해.	0
1267	나는 늘 자신의 결정을 의심해.	0
1268	나는 늘 자신의 불안에 휩싸여.	0
1269	나는 늘 자신의 우울에 빠져.	0
1270	나는 늘 자신의 마음을 읽을 수 없어.	0
1271	나는 늘 자신의 운명을 걱정해.	0
1272	나는 늘 자신을 낭비하는 것 같아.	0
1273	나는 늘 자신의 미래를 걱정해.	0
1274	나는 늘 자신의 삶을 후회해.	0
1275	나는 늘 자신의 인생을 의심해.	0
1276	나는 늘 자신의 미래를 걱정해.	0
1277	오늘은 정말 최악의 하루였어요.	0
1278	아무리 노력해도 상황이 나아지지 않는 것 같아요.	0
1279	계속된 실패로 자신감을 잃어가고 있어요.	0
1280	무기력함이 점점 나를 집어삼키고 있어요.	0
1281	스트레스로 인해 밤잠을 설치고 있어요.	0
1282	친구들과의 관계가 멀어지는 것 같아서 슬퍼요.	0
1283	건강이 점점 악화되는 것만 같아 불안해요.	0
1284	일의 압박감이 너무 커져서 숨이 막힐 것 같아요.	0
1285	늘 피곤함에 쫓기는 생활이 지쳐요.	0
1286	오늘도 많은 실수를 반복했어요.	0
1287	미래에 대한 불확실성이 두려워요.	0
1288	항상 우울한 기분에서 벗어나지 못하고 있어요.	0
1289	자존감이 바닥을 치고 있어요.	0
1290	가족과의 갈등이 점점 심해지고 있어요.	0
1291	목표를 향해 나아가는 동력을 잃어버린 것 같아요.	0
1292	사랑하는 사람을 잃은 슬픔에서 벗어나지 못하고 있어요.	0
1293	일상의 반복에서 벗어나고 싶어요.	0
1294	최근에 겪은 실패가 마음을 무겁게 해요.	0
1295	어떤 결정을 내려도 후회만 남는 것 같아요.	0
1296	나 자신에게 실망감만 커져가요.	0
1297	사회적 관계가 점점 어려워지고 있어요.	0
1298	내 능력에 대한 의심이 커져만 가요.	0
1299	희망찬 미래를 상상하기가 점점 어려워져요.	0
1300	오늘도 기대했던 것들이 모두 무너졌어요.	0
1301	고독함이 나를 감싸고 있어요.	0
1302	항상 피로감에 쌓여 있어요.	0
1303	마음이 늘 무거워요.	0
1304	나의 감정을 이해해주는 사람이 없는 것 같아요.	0
1305	끝없는 걱정과 불안이 나를 지배해요.	0
1306	진정한 행복이 무엇인지 모르겠어요.	0
1307	모든 것이 의미 없다는 생각이 들어요.	0
1308	매일 아침이 두려워요.	0
1309	내 삶의 방향을 잃어버린 것 같아요.	0
1310	항상 실패만 반복하는 것 같아 좌절감을 느껴요.	0
1311	나만 뒤처지는 것 같아 속상해요.	0
1312	주변 사람들과 비교하며 자괴감에 빠져요.	0
1313	모든 선택이 후회로 돌아와요.	0
1314	오늘은 정말 아무 것도 하기 싫은 날이었어요.	0
1315	무엇을 해도 만족감을 느낄 수 없는 하루였어요.	0
1316	주변 사람들과의 관계가 점점 멀어지는 것 같아요.	0
1317	매일 반복되는 일상에 지쳐만 가요.	0
1318	목표를 향해 나아가는 것이 무의미하게 느껴져요.	0
1319	오늘도 실패만 거듭했어요.	0
1320	노력해도 상황이 나아지지 않는 것 같아요.	0
1321	어제의 나와 다를 바 없는 오늘이 싫어요.	0
1322	나는 아무것도 할 수 없는 사람인 것 같아요.	0
1323	포기하고 싶은 마음이 계속 들어요.	0
1324	항상 피곤함만 가득해요.	0
1325	스트레스가 너무 쌓여서 힘들어요.	0
1326	외로움이 점점 더 깊어져만 가요.	0
1327	자신감을 완전히 잃어버린 것 같아요.	0
1328	걱정과 불안이 점점 커져만 가요.	0
1329	나의 노력이 헛된 것만 같아서 속상해요.	0
1330	모든 것이 부정적으로만 보여요.	0
1331	아무리 노력해도 성공할 수 없을 것 같아요.	0
1332	다른 사람들에 비해 너무 부족한 것 같아요.	0
1333	인생이 너무 힘들고 고통스러워요.	0
1334	매일이 무기력하고 의미 없이 느껴져요.	0
1335	아무리 시간이 지나도 상황은 나아지지 않아요.	0
1336	온 세상이 나에게 등을 돌린 것만 같아요.	0
1337	나만 뒤처지는 것 같아서 속상해요.	0
1338	모든 결정이 잘못된 것 같아 후회돼요.	0
1339	늘 실패만 반복되는 것 같아요.	0
1340	내 마음을 이해해 주는 사람이 없는 것 같아요.	0
1341	늘 같은 실수를 반복하고 있어요.	0
1342	기대했던 것들이 모두 무너져 내렸어요.	0
1343	내 노력이 다른 사람들에게 인정받지 못하는 것 같아요.	0
1344	항상 불안감에 시달리고 있어요.	0
1345	지금의 삶이 너무나도 공허하게 느껴져요.	0
1346	미래에 대한 두려움이 점점 커져만 가요.	0
1347	내 삶의 방향을 잃어버린 것 같아요.	0
1348	늘 피곤하고 에너지가 없어요.	0
1349	다른 사람들과 비교하며 자신을 자책하게 돼요.	0
1350	오늘은 정말 아무것도 하기 싫은 날이었어요.	0
1351	어떤 일을 해도 만족감을 느낄 수 없었어요.	0
1352	주변 사람들과의 관계가 점점 멀어지는 것 같아요.	0
1353	반복되는 일상에 지쳐가고 있어요.	0
1354	목표를 향해 나아가는 것이 무의미해 보여요.	0
1355	오늘은 계속해서 실패만 겪었어요.	0
1356	아무리 노력해도 상황이 나아지지 않는 것 같아요.	0
1357	어제와 다름없는 오늘을 싫어해요.	0
1358	제가 할 수 있는 일이 아무것도 없는 것 같아요.	0
